date_time,traffic_volume
2015-06-11 00:00:00,2886.0
2015-06-12 00:00:00,3591.3333333333335
2015-06-13 00:00:00,2545.5
2015-06-14 00:00:00,2909.0
2015-06-15 00:00:00,
2015-06-16 00:00:00,
2015-06-17 00:00:00,
2015-06-18 00:00:00,
2015-06-19 00:00:00,4681.0
2015-06-20 00:00:00,4045.0
2015-06-21 00:00:00,
2015-06-22 00:00:00,2578.5
2015-06-23 00:00:00,
2015-06-24 00:00:00,4169.5
2015-06-25 00:00:00,3418.3076923076924
2015-06-26 00:00:00,3676.478260869565
2015-06-27 00:00:00,2645.6153846153848
2015-06-28 00:00:00,2331.848484848485
2015-06-29 00:00:00,3405.4871794871797
2015-06-30 00:00:00,3726.4
2015-07-01 00:00:00,3569.782608695652
2015-07-02 00:00:00,3584.7916666666665
2015-07-03 00:00:00,2681.9166666666665
2015-07-04 00:00:00,1767.1025641025642
2015-07-05 00:00:00,2254.269230769231
2015-07-06 00:00:00,3532.59375
2015-07-07 00:00:00,3511.0833333333335
2015-07-08 00:00:00,3650.8333333333335
2015-07-09 00:00:00,3728.6666666666665
2015-07-10 00:00:00,3659.0833333333335
2015-07-11 00:00:00,2750.8076923076924
2015-07-12 00:00:00,2242.8
2015-07-13 00:00:00,2911.1724137931033
2015-07-14 00:00:00,3496.6666666666665
2015-07-15 00:00:00,3512.84
2015-07-16 00:00:00,4022.733333333333
2015-07-17 00:00:00,3583.703703703704
2015-07-18 00:00:00,2326.8387096774195
2015-07-19 00:00:00,2686.7916666666665
2015-07-20 00:00:00,3478.0
2015-07-21 00:00:00,3588.7083333333335
2015-07-22 00:00:00,3615.25
2015-07-23 00:00:00,3621.5833333333335
2015-07-24 00:00:00,3633.794117647059
2015-07-25 00:00:00,1611.3076923076924
2015-07-26 00:00:00,2032.6538461538462
2015-07-27 00:00:00,3413.625
2015-07-28 00:00:00,3720.1724137931033
2015-07-29 00:00:00,3382.782608695652
2015-07-30 00:00:00,3743.695652173913
2015-07-31 00:00:00,3804.7916666666665
2015-08-01 00:00:00,2407.0416666666665
2015-08-02 00:00:00,2322.25
2015-08-03 00:00:00,3514.4166666666665
2015-08-04 00:00:00,3581.0833333333335
2015-08-05 00:00:00,3795.9583333333335
2015-08-06 00:00:00,3656.5151515151515
2015-08-07 00:00:00,3311.6
2015-08-08 00:00:00,2818.423076923077
2015-08-09 00:00:00,2608.6875
2015-08-10 00:00:00,3320.5384615384614
2015-08-11 00:00:00,3570.0
2015-08-12 00:00:00,3792.625
2015-08-13 00:00:00,3412.6296296296296
2015-08-14 00:00:00,3625.76
2015-08-15 00:00:00,2758.653846153846
2015-08-16 00:00:00,2586.027777777778
2015-08-17 00:00:00,3231.4615384615386
2015-08-18 00:00:00,3811.1304347826085
2015-08-19 00:00:00,3844.722222222222
2015-08-20 00:00:00,3805.75
2015-08-21 00:00:00,3724.5
2015-08-22 00:00:00,2907.0
2015-08-23 00:00:00,2353.6296296296296
2015-08-24 00:00:00,3543.2916666666665
2015-08-25 00:00:00,3783.478260869565
2015-08-26 00:00:00,3719.32
2015-08-27 00:00:00,3843.625
2015-08-28 00:00:00,3954.16
2015-08-29 00:00:00,2631.181818181818
2015-08-30 00:00:00,2566.923076923077
2015-08-31 00:00:00,3585.1111111111113
2015-09-01 00:00:00,3624.25
2015-09-02 00:00:00,4391.424242424242
2015-09-03 00:00:00,3727.212121212121
2015-09-04 00:00:00,3794.7083333333335
2015-09-05 00:00:00,2768.5
2015-09-06 00:00:00,2219.891891891892
2015-09-07 00:00:00,2430.2916666666665
2015-09-08 00:00:00,3466.0
2015-09-09 00:00:00,3282.0
2015-09-10 00:00:00,3527.0789473684213
2015-09-11 00:00:00,3659.5
2015-09-12 00:00:00,1701.1290322580646
2015-09-13 00:00:00,2342.3333333333335
2015-09-14 00:00:00,3694.0434782608695
2015-09-15 00:00:00,3793.4166666666665
2015-09-16 00:00:00,2960.0344827586205
2015-09-17 00:00:00,4035.673469387755
2015-09-18 00:00:00,3817.3529411764707
2015-09-19 00:00:00,2982.64
2015-09-20 00:00:00,2666.0
2015-09-21 00:00:00,3648.4285714285716
2015-09-22 00:00:00,3459.4285714285716
2015-09-23 00:00:00,3558.842105263158
2015-09-24 00:00:00,3961.16
2015-09-25 00:00:00,3646.1111111111113
2015-09-26 00:00:00,2366.3333333333335
2015-09-27 00:00:00,2498.095238095238
2015-09-28 00:00:00,3898.0434782608695
2015-09-29 00:00:00,3476.7619047619046
2015-09-30 00:00:00,3715.3636363636365
2015-10-01 00:00:00,3540.55
2015-10-02 00:00:00,3686.15
2015-10-03 00:00:00,3054.6666666666665
2015-10-04 00:00:00,2724.2380952380954
2015-10-05 00:00:00,3612.0
2015-10-06 00:00:00,3541.1
2015-10-07 00:00:00,3505.296296296296
2015-10-08 00:00:00,3698.885714285714
2015-10-09 00:00:00,3473.125
2015-10-10 00:00:00,2236.95
2015-10-11 00:00:00,1723.8260869565217
2015-10-12 00:00:00,3747.035714285714
2015-10-13 00:00:00,3483.16
2015-10-14 00:00:00,3115.6
2015-10-15 00:00:00,3990.809523809524
2015-10-16 00:00:00,3500.222222222222
2015-10-17 00:00:00,2416.818181818182
2015-10-18 00:00:00,2078.0588235294117
2015-10-19 00:00:00,3264.7894736842104
2015-10-20 00:00:00,3891.846153846154
2015-10-21 00:00:00,3921.25
2015-10-22 00:00:00,3769.65
2015-10-23 00:00:00,3070.733333333333
2015-10-24 00:00:00,
2015-10-25 00:00:00,
2015-10-26 00:00:00,
2015-10-27 00:00:00,3713.1428571428573
2015-10-28 00:00:00,3594.682926829268
2015-10-29 00:00:00,3368.409090909091
2015-10-30 00:00:00,3750.5
2015-10-31 00:00:00,2711.9565217391305
2015-11-01 00:00:00,2306.0
2015-11-02 00:00:00,3543.3076923076924
2015-11-03 00:00:00,3553.4375
2015-11-04 00:00:00,3889.6666666666665
2015-11-05 00:00:00,4066.285714285714
2015-11-06 00:00:00,3943.846153846154
2015-11-07 00:00:00,2827.4615384615386
2015-11-08 00:00:00,2271.3076923076924
2015-11-09 00:00:00,3216.285714285714
2015-11-10 00:00:00,3665.0
2015-11-11 00:00:00,2993.5
2015-11-12 00:00:00,2949.05
2015-11-13 00:00:00,3380.6153846153848
2015-11-14 00:00:00,3012.0714285714284
2015-11-15 00:00:00,2159.0588235294117
2015-11-16 00:00:00,3279.6
2015-11-17 00:00:00,3633.3823529411766
2015-11-18 00:00:00,3421.36
2015-11-19 00:00:00,2795.470588235294
2015-11-20 00:00:00,3380.9285714285716
2015-11-21 00:00:00,3145.4615384615386
2015-11-22 00:00:00,2341.785714285714
2015-11-23 00:00:00,3446.3076923076924
2015-11-24 00:00:00,3350.0
2015-11-25 00:00:00,3450.076923076923
2015-11-26 00:00:00,2016.6363636363637
2015-11-27 00:00:00,2716.846153846154
2015-11-28 00:00:00,2810.214285714286
2015-11-29 00:00:00,2560.846153846154
2015-11-30 00:00:00,3031.8333333333335
2015-12-01 00:00:00,3221.1304347826085
2015-12-02 00:00:00,3263.6315789473683
2015-12-03 00:00:00,3792.0
2015-12-04 00:00:00,3879.846153846154
2015-12-05 00:00:00,3030.3846153846152
2015-12-06 00:00:00,2482.95
2015-12-07 00:00:00,2781.0
2015-12-08 00:00:00,3826.277777777778
2015-12-09 00:00:00,2939.0555555555557
2015-12-10 00:00:00,3996.125
2015-12-11 00:00:00,3839.0714285714284
2015-12-12 00:00:00,3093.294117647059
2015-12-13 00:00:00,2290.7391304347825
2015-12-14 00:00:00,3961.1739130434785
2015-12-15 00:00:00,4143.235294117647
2015-12-16 00:00:00,3767.9444444444443
2015-12-17 00:00:00,3894.5
2015-12-18 00:00:00,3794.076923076923
2015-12-19 00:00:00,2774.733333333333
2015-12-20 00:00:00,2200.777777777778
2015-12-21 00:00:00,3256.0666666666666
2015-12-22 00:00:00,3828.769230769231
2015-12-23 00:00:00,4083.7083333333335
2015-12-24 00:00:00,2600.6428571428573
2015-12-25 00:00:00,1559.25
2015-12-26 00:00:00,1478.148148148148
2015-12-27 00:00:00,2256.8947368421054
2015-12-28 00:00:00,2666.9523809523807
2015-12-29 00:00:00,2360.1724137931033
2015-12-30 00:00:00,3227.470588235294
2015-12-31 00:00:00,3560.230769230769
